,Company Common Name,RIC,ISIN,Organization PermID,Exchange Name,TRBC Economic Sector Name,TRBC Business Sector Name,Delisted Quote Flag
654,Schnigge Wertpapierhandelsbank AG,SHBGk.DE^D05,DE0005532881,4295869890,Xetra,Financials,Banking & Investment Services,True
655,Advanced Inflight Alliance AG,DVNG.DE^D14,DE0001262186,4295869884,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
656,Allweiler AG,AWPG.F^J03,DE0005034904,4295869359,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
657,Hypo Real Estate Holding GmbH,HRXG.DE^J09,DE0008027707,5058606250,Xetra,Financials,Banking & Investment Services,True
658,Allweiler AG,AWPG_p.F^J03,DE0005034938,4295869359,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
659,Berliner Kraft Und Licht (Bewag) AG,BKLG.DE^J03,DE0005303002,4295868919,Xetra,Utilities,Utilities,True
660,Hamburger Hochbahn AG,HHOG.F^K03,DE0008247008,4295869668,Frankfurt Stock Exchange,Industrials,Transportation,True
661,Evonik Goldschmidt GmbH,GOLG.F^K03,DE0005893002,4298531017,Frankfurt Stock Exchange,Basic Materials,Chemicals,True
662,Alcatel Lucent Deutschland AG,SELG.F^L03,DE0006619000,4295869213,Frankfurt Stock Exchange,Technology,Telecommunications Services,True
663,INKA fuer Beteiligungen GmbH,BRAG.F^A04,DE0005251003,4295868825,Frankfurt Stock Exchange,Financials,Investment Holding Companies,True
664,Edscha AG,EDHG.DE^C04,DE0005633002,4295869769,Xetra,Industrials,Industrial Goods,True
665,Horizon Immobilien GmbH,KCHG.F^B04,DE0006350002,5001450385,Frankfurt Stock Exchange,Financials,Investment Holding Companies,True
666,Otto Stumpf AG,STUG.F^B04,DE0007282006,4295869559,Frankfurt Stock Exchange,Real Estate,Real Estate,True
667,VCL Film + Medien AG,VFMG.DE^E11,DE0003304374,4295869829,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
668,Lieken GmbH,KAMG.DE^D04,DE0006280605,4295869499,Xetra,Consumer Non-Cyclicals,Food & Beverages,True
669,transtec AG,TTCGn.DE^E11,DE0007241424,4295869277,Xetra,Technology,Software & IT Services,True
670,Baum AG,BAMGnk.DE^E11,DE000A0AYX23,5000088770,Xetra,Industrials,Industrial & Commercial Services,True
671,EM TV & Merchandising AG,ETVG.DE^D04,DE0005684807,5000639231,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
672,Sport1 Medien GmbH,EV4G.DE^I19,DE0009147207,4295870206,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
673,Thuega AG,TGAG.F^E04,DE0007481004,4295868871,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
674,PKV Vermoegensverwaltung AG,PKIG.F^E04,DE0005767008,4295869280,Frankfurt Stock Exchange,Financials,Collective Investments,True
675,MIFA Mitteldeutsche Fahrradwerke AG,FW1G.DE^G08,DE000A0B95Y8,4295870199,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
676,Diebold Nixdorf AG,WING.DE^E19,DE000A0CAYB2,4295870225,Xetra,Technology,Technology Equipment,True
677,RLG Systems AG,CCRG.DE^E11,DE0007627200,4295869956,Xetra,Industrials,Industrial & Commercial Services,True
678,Deutsche Postbank AG,DPBGn.DE^L15,DE0008001009,4295870015,Xetra,Industrials,Industrial & Commercial Services,True
679,Brain Abwicklungsgesellschaft AG,BNIG.DE^F04,DE0005252506,4295869739,Xetra,Technology,Software & IT Services,True
680,Wild Bunch AG,SENG.DE^G04,DE0007224404,4295869751,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
681,Mg Vermoegensverwaltungs AG,VDMG.F^G04,DE0007677007,4295869030,Frankfurt Stock Exchange,Real Estate,Real Estate,True
682,Wild Bunch AG,WBAHk.DE^L21,DE000A2TSU21,4295869751,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
683,NSI Asset AG,VMR1.F^E24,DE000A1RFHN7,4295869753,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
684,Krones AG,KRNG_p.DE^G04,DE0006335037,4295869981,Xetra,Industrials,Industrial Goods,True
685,Alzchem Group AG,SFPG.DE^H04,DE0007271702,4295869849,Xetra,Basic Materials,Chemicals,True
686,Buderus AG,BUDG.DE^H04,DE0005278006,4295869060,Xetra,Industrials,Industrial Goods,True
687,Alzchem Group AG,ACT1.F,DE000A2YNT30,4295869849,Frankfurt Stock Exchange,Basic Materials,Chemicals,False
688,Radeberger Gruppe Holding GmbH,BINB_p.F^H04,DE0007195034,4295869068,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Beverages,True
689,Radeberger Gruppe Holding GmbH,BINB.F^H04,DE0007195000,4295869068,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Beverages,True
690,Wynona 1837 GmbH,WBVG.F^L05,DE0008455007,5036174892,Frankfurt Stock Exchange,Financials,Insurance,True
691,USU Ventures AG,OSPGk.DE^G24,DE000A0BVU28,4295870074,Xetra,Financials,Investment Holding Companies,True
692,Deutsche Cannabis AG,FAMGk.DE^B13,DE000A0BVVK7,5037437721,Xetra,Financials,Banking & Investment Services,True
693,Heinkel AG,HKLG.DE^I04,DE0006059009,4295869775,Xetra,Industrials,Industrial Goods,True
694,Heinkel AG,HKLGk.DE^G07,DE000A0BVU51,4295869775,Xetra,Industrials,Industrial Goods,True
695,Allianz Lebensversicherungs AG,ALLG.DE^L08,DE0008403007,4295868902,Xetra,Financials,Insurance,True
696,DSL Holding AG,DSLG.DE^J04,DE0005560403,4295868828,Xetra,Financials,Banking & Investment Services,True
697,Harbour Energy International GmbH,DEAG.F^J04,DE0005509004,4295869219,Frankfurt Stock Exchange,Energy,Energy - Fossil Fuels,True
698,Vereins und Westbank AG,VHBG.F^K04,DE0008117003,4295869034,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
699,Solon Se,SOOG.DE^C13,DE0007471195,5000034176,Xetra,Energy,Renewable Energy,True
700,InTiCa Systems SE,IS7.DE,DE0005874846,4295869115,Xetra,Industrials,Industrial Goods,False
701,Heliad Equity Partners GmbH & Co KgaA,HPBGn.DE^J23,DE000A0L1NN5,4295868895,Xetra,Financials,Banking & Investment Services,True
702,VTC Beteiligungen GmbH,IHUGk.DE^H08,DE000A0JCXJ8,5043460544,Xetra,Financials,Banking & Investment Services,True
703,IMW Immobilien SE,GARGn.DE^E11,DE000A0BVWY6,5035571301,Xetra,Real Estate,Real Estate,True
704,Prout AG,POUG.DE^L04,DE0006943608,4295869825,Xetra,Technology,Software & IT Services,True
705,Prout AG,POUGk.DE^K08,DE000A0BVXK3,4295869825,Xetra,Technology,Software & IT Services,True
706,Bremer Woll Kaemmerei AG,BWOG.F^L04,DE0005272009,4295869988,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
707,Bremer Woll Kaemmerei AG,BWOGk.DE^L04,DE000A0BVXQ0,4295869988,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
708,Klassik Radio AG,KA8Gn.DE,DE0007857476,4295870174,Xetra,Consumer Cyclicals,Cyclical Consumer Services,False
709,plettac AG,PLTG.DE^L04,DE0006928203,4295869343,Xetra,Basic Materials,Mineral Resources,True
710,Hach AG,HAHG_p.DE^A05,DE0006001738,4295868865,Xetra,Industrials,Industrial & Commercial Services,True
711,Lanxess AG,LXSG.DE,DE0005470405,4295870205,Xetra,Basic Materials,Chemicals,False
712,Eurobike AG,EUBG.DE^B05,DE0005706600,4295869165,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
713,DEPFA Deutsche Pfandbriefbank AG,DPFG.DE^B05,DE0008047002,5000037742,Xetra,Financials,Banking & Investment Services,True
714,Paion AG,PA8.DE^K23,DE000A3E5EG5,4295870315,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
715,Sky Deutschland AG,SKYDn.DE^I15,DE000SKYD000,4295869925,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
716,Conergy AG,CGYGk.DE^D14,DE000A1KRCK4,4295869666,Xetra,Energy,Renewable Energy,True
717,Schnigge Capital Markets SE,SHBG.DE^E11,DE000A0EKK20,5067935720,Xetra,Financials,Banking & Investment Services,True
718,Nordex SE,NDXG.DE,DE000A0D6554,5000667749,Xetra,Industrials,Industrial Goods,False
719,Stollwerck GmbH,STLG.F^E05,DE0007280000,4295869610,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Beverages,True
720,SPAR Handelsgesellschaft mbH,SPAG.F^D05,DE0007246902,4295868690,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Drug Retailing,True
721,SPAR Handelsgesellschaft mbH,SPAG_p.DE^D05,DE0007246936,4295868690,Xetra,Consumer Non-Cyclicals,Food & Drug Retailing,True
722,GEA AG,GEAG.F^E05,DE0005857007,4295868670,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
723,GEA AG,GEAG_p.F^E05,DE0005857031,4295868670,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
724,Sinn Leffers AG Zweigniederlassung Bochum,WHGG.F^E05,DE0007773004,4295869618,Frankfurt Stock Exchange,Consumer Cyclicals,Retailers,True
725,Baden Wuerttembergische Bank unselbststaendige Anstalt der Landesbank Baden Wuerttemberg,WBKG.F^E05,DE0008125006,4295870285,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
726,Mobilcom Debitel AG,DBLG.DE^E05,DE0005408009,4295869745,Xetra,Technology,Telecommunications Services,True
727,Augusta Technologie AG,ABEGk.DE^C15,DE000A0D6612,4295869446,Xetra,Technology,Technology Equipment,True
728,Augusta Technologie AG,ABEG.DE^E05,DE0005088603,4295869446,Xetra,Technology,Technology Equipment,True
729,Brain Force Financial Solutions AG,NSWGk.DE^G06,DE000A0D66P3,4295869776,Xetra,Technology,Software & IT Services,True
730,MTU Aero Engines AG,MTXGn.DE,DE000A0D9PT0,4295868681,Xetra,Industrials,Industrial Goods,False
731,Brain Force Financial Solutions AG,NSWG.DE^F05,DE0006790009,4295869776,Xetra,Technology,Software & IT Services,True
732,Caatoosee AG,CATG.DE^A12,DE000A1E8HY7,4295869607,Xetra,Technology,Software & IT Services,True
733,burgbad AG,BUBG.DE^J10,DE000A0EKLW0,4295869194,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
734,Rheinmetall AG,RHMG_p.DE^F05,DE0007030033,4295869123,Xetra,Industrials,Industrial Goods,True
735,Gigaset AG,GGS.DE^I23,DE0005156004,4295869037,Xetra,Technology,Technology Equipment,True
736,KWS SAAT SE & Co KgaA,KWSG.DE,DE0007074007,5070769329,Xetra,Consumer Non-Cyclicals,Food & Beverages,False
737,Intershop Communications AG,ISHG.DE^G05,DE0007472920,4295869718,Xetra,Technology,Software & IT Services,True
738,Intershop Communications AG,ISH1k.DE,DE000A254211,4295869718,Xetra,Technology,Software & IT Services,False
739,Hoechst GmbH,HOEG.DE^G05,DE0005758007,4295869204,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
740,Ixos Software AG,IXSG.DE^G05,DE0005061501,4295869706,Xetra,Technology,Software & IT Services,True
741,Leica Camera AG,LCAGk.F^I12,DE000A0EPU98,4295869169,Frankfurt Stock Exchange,Technology,Technology Equipment,True
742,Leica Camera AG,LCAGk.DE^E11,DE000A0EPU98,4295869169,Xetra,Technology,Technology Equipment,True
743,GfV Gesellschaft fuer Vermoegensverwaltung mbH,HAPG.F^H05,DE0006034002,5035152628,Frankfurt Stock Exchange,Real Estate,Real Estate,True
744,Kleindienst Datentechnik AG,KLDG.DE^I05,DE0006290208,4295869830,Xetra,Technology,Software & IT Services,True
745,Rhoen Klinikum AG,RHKG_p.DE^I05,DE0007042335,4295868796,Xetra,Healthcare,Healthcare Services & Equipment,True
746,Interhyp AG,IYPGn.DE^E11,DE0005121701,4295869962,Xetra,Industrials,Industrial & Commercial Services,True
747,Brau und Brunnen GmbH,BBAG.DE^J05,DE0005550305,4298427993,Xetra,Consumer Non-Cyclicals,Food & Beverages,True
748,Bosch Solar Services GmbH,ES6G.DE^I09,DE0006627532,4295869920,Xetra,Energy,Renewable Energy,True
749,Global PVQ SE,QCEG.DE^J12,DE0005558662,5000048419,Xetra,Energy,Renewable Energy,True
750,Ernst Russ AG,ERAGn.DE,DE000A161077,4295869767,Xetra,Financials,Banking & Investment Services,False
751,ZEAL Network SE,TIMAn.DE,DE000ZEAL241,5077911368,Xetra,Consumer Cyclicals,Cyclical Consumer Services,False
752,Kling Jelko Wertpapierhandelsbank AG,KJDG.DE^J05,DE0006291404,5000007194,Xetra,Financials,Banking & Investment Services,True
753,Laiqon AG,LQAG.DE,DE000A12UP29,4295870019,Xetra,Financials,Banking & Investment Services,False
754,Shire Orphan Therapies GmbH,JI4G.DE^L09,DE0006787476,5035969742,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
755,Contigas Deutsche Energie AG,DCGG.F^K05,DE0005504005,4295868929,Frankfurt Stock Exchange,Utilities,Utilities,True
756,Thielert AG,T3CGn.DE^E11,DE0006052079,4295869124,Xetra,Industrials,Industrial Goods,True
757,Praktiker AG,PRAG.DE^B17,DE000A0F6MD5,4295870208,Xetra,Consumer Cyclicals,Retailers,True
758,Camerit AG,RTMGk.DE^A15,DE000HNC2059,4295870323,Xetra,Financials,Banking & Investment Services,True
759,Felten & Guilleaume AG,FELG.F^K05,DE0005766901,4295868673,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
760,Kaufhalle GmbH,KHAG.F^K05,DE0006281306,5018346541,Frankfurt Stock Exchange,Real Estate,Real Estate,True
761,Equitrust GmbH,WDGG.DE^C08,DE0007776007,4295869420,Xetra,Financials,Banking & Investment Services,True
762,TAG Colonia Immobilien AG,KBUG.DE^J16,DE0006338007,5040703768,Xetra,Real Estate,Real Estate,True
763,4Sc AG,VSCk.DE^B23,DE000A3E5C40,4295870097,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
764,Walter AG,WATG.DE^L05,DE0007752909,4295868802,Xetra,Industrials,Industrial Goods,True
765,ADLW Abwicklungs GmbH,DLWG.F^A06,DE0005518005,5000668987,Frankfurt Stock Exchange,Basic Materials,Chemicals,True
766,Ava Allgemeine Handelsgesellschaft Der Verbraucher AG,AVAG.DE^B06,DE0005088504,5000403818,Xetra,Consumer Non-Cyclicals,Food & Drug Retailing,True
767,Primion Technology AG,P4TG.DE^D15,DE0005117006,4295870281,Xetra,Industrials,Industrial & Commercial Services,True
768,7C Solarparken AG,HRPG.DE^A12,DE000A11QW68,5044364059,Xetra,Utilities,Utilities,True
769,Electronics Line 3000 Ltd,E28.DE^K15,IL0010905052,4295874988,Xetra,Technology,Technology Equipment,True
770,Sonae Arauco Deutschland GmbH,GLUG_p.F^C06,DE0005887236,4295868697,Frankfurt Stock Exchange,Basic Materials,Applied Resources,True
771,Patrizia SE,PATGn.DE,DE000PAT1AG3,4295870245,Xetra,Real Estate,Real Estate,False
772,Magix AG,MGXGn.DE^L14,DE0007220782,4295870220,Xetra,Technology,Software & IT Services,True
773,Wacker Chemie AG,WCHG.DE,DE000WCH8881,4295869118,Xetra,Basic Materials,Chemicals,False
774,Dresdner Factoring AG (Pre-Merger),D2FG.DE^G15,DE000DFAG997,4295870257,Xetra,Financials,Banking & Investment Services,True
775,Branicks Group AG,BRNKn.DE,DE000A1X3XX4,4295869146,Xetra,Real Estate,Real Estate,False
776,Viscom SE,V6CG.DE,DE0007846867,4295870016,Xetra,Industrials,Industrial Goods,False
777,Abwicklungsgesellschaft Biogas 1 AG,SB1Gn.DE^B11,DE000SBGS111,4295869144,Xetra,Energy,Renewable Energy,True
778,Vivanco Gruppe GmbH,VVAG.DE^F06,DE0007602906,4295869765,Xetra,Technology,Technology Equipment,True
779,Vivanco Gruppe GmbH,VVAGk.DE^E11,DE000A1E8G88,4295869765,Xetra,Technology,Technology Equipment,True
780,HPI AG,CEWGn.DE^E06,DE0005082226,4295869729,Xetra,Technology,Technology Equipment,True
781,Bremer Vulkan Verbund AG,BVUG.F^F06,DE0005271001,4295868668,Frankfurt Stock Exchange,Industrials,Transportation,True
782,Heyde AG,HEYG.DE^E11,DE0006026701,4295869690,Xetra,Technology,Software & IT Services,True
783,10tacle studios AG,T1CG.DE^E11,DE000TACL107,4295869258,Xetra,Technology,Software & IT Services,True
784,Terex Material Handling & Port Solutions AG,D9CGn.DE^F12,DE000DCAG010,4295870327,Xetra,Industrials,Industrial Goods,True
785,Phoenix Solar AG,PS4G.DE^G18,DE000A0BVU93,4295869122,Xetra,Energy,Renewable Energy,True
786,Kloeckner & Co SE,KCOGn.DE^H26,DE000KC01000,4295868688,Xetra,Basic Materials,Mineral Resources,True
787,Bauer AG,B5AG.DE^F23,DE000A40ETC9,4295870316,Xetra,Basic Materials,Mineral Resources,True
788,Holsten Brauerei AG,HSTG.DE^G06,DE0006081003,4295869092,Xetra,Consumer Non-Cyclicals,Food & Beverages,True
789,Eurofins MWG Holding GmbH,NWUGk.DE^H09,DE000A0EPUF5,4295869861,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
790,AS Abwicklung und Solar-Service GmbH,AS1Gn.DE^C15,DE000A0JM634,5082541281,Xetra,Utilities,Utilities,True
791,Deutsche Wohnen SE,DWNGn.DE^I14,DE0006283302,5062386053,Xetra,Real Estate,Real Estate,True
792,Deutsche Wohnen SE,DWNG.DE,DE000A0HN5C6,5062386053,Xetra,Real Estate,Real Estate,False
793,emQtec AG,EMQG.DE^G17,DE000A0JL529,4295869560,Xetra,Basic Materials,Chemicals,True
794,Tarkett Holding GmbH,TAGG.DE^G06,DE0007002008,4295869670,Xetra,Consumer Cyclicals,Retailers,True
795,OVB Holding AG,O4BG.DE,DE0006286560,4295869566,Xetra,Financials,Banking & Investment Services,False
796,McKesson Europe AG,CLSGn.DE^D17,DE000CLS1001,4295869587,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
797,Itn Nanovation AG,I7NG.DE^C21,DE000A0JL461,4295868884,Xetra,Utilities,Utilities,True
798,HSBC Trinkaus & Burkhardt GmbH,TUBG.F^H06,DE0008115106,4295869032,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
799,Evonik Operations GmbH,DGXG.DE^I06,DE0005421903,4295869297,Xetra,Basic Materials,Chemicals,True
800,Arquana International Print & Media AG,NIEG.DE^E11,DE0006781008,4295868797,Xetra,Industrials,Industrial & Commercial Services,True
801,Intelis AG,AR5G.DE^E11,DE000A0J3M03,4295870280,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
802,Lang & Schwarz AG,LUS1n.DE,DE000LS1LUS9,4295868665,Xetra,Financials,Banking & Investment Services,False
803,CropEnergies AG,CE2G.DE^B24,DE000A0LAUP1,4295869097,Xetra,Energy,Renewable Energy,True
804,GWB Immobilien AG,G7BG.DE^A14,DE000A0JKHG0,4295870087,Xetra,Real Estate,Real Estate,True
805,Centrosolar Group AG,C3OAk.DE^A15,DE000A1TNS13,4295868693,Xetra,Energy,Renewable Energy,True
806,Verbio SE,VBKG.DE,DE000A0JL9W6,4295869108,Xetra,Energy,Renewable Energy,False
807,hotel de AG,HTLGn.DE^J13,DE0006910938,4295870215,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
808,Ericsson Holding GmbH,LHSG.DE^B10,DE000LHS4000,5001450633,Xetra,Financials,Investment Holding Companies,True
809,Delticom AG,DEXGn.DE,DE0005146807,4295870223,Xetra,Technology,Software & IT Services,False
810,HAHN-Immobilien-Beteiligungs AG,H4IG.DE^C15,DE0006006703,4295870299,Xetra,Real Estate,Real Estate,True
811,Petrotec AG,PT8G.DE^E11,DE000PET1111,4295870140,Xetra,Energy,Renewable Energy,True
812,Heidelberg Pharma AG,HPHA.DE,DE000A11QVV0,5057984015,Xetra,Healthcare,Pharmaceuticals & Medical Research,False
813,Francono Rhein-Main SARL,F7RG.DE^F09,DE000A0J2LC4,5086682765,Xetra,Financials,Investment Holding Companies,True
814,VGT Industrie AG,VGTG.DE^F07,DE0007615601,4295868808,Xetra,Industrials,Industrial Goods,True
815,RHI Magnesita Deutschland AG,DIDG.DE^H10,DE0005537005,4295868918,Xetra,Basic Materials,Mineral Resources,True
816,Irene Propco 6 Deutschland Immobilien GmbH,SDKG.DE^C09,DE0007276008,5000667922,Xetra,Real Estate,Real Estate,True
817,Kaessbohrer Gelaendefahrzeug AG,KAEG.DE^E11,DE0006262009,4295869720,Xetra,Industrials,Industrial & Commercial Services,True
818,Francotyp Postalia Holding AG,FPHG.DE^H25,DE000FPH9000,5057947436,Xetra,Technology,Software & IT Services,True
819,VGT Industrie AG,VGTG.F^F07,DE0007615601,4295868808,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
820,Opta Germany Holding GmbH,SK1Gn.DE^A19,DE000SKWM021,5059015396,Xetra,Basic Materials,Mineral Resources,True
821,New Work SE,NWOn.DE^H24,DE000NWRK013,5057826585,Xetra,Technology,Software & IT Services,True
822,Youniq AG (Pre-Merger),YOUG.DE^B16,DE000A0B7EZ7,5000631716,Xetra,Real Estate,Real Estate,True
823,Symrise AG,SY1G.DE,DE000SYM9999,4295868896,Xetra,Basic Materials,Chemicals,False
824,Weru GmbH,WERG.F^L06,DE0007771909,5041083586,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
825,Phoenix AG,PHRG.DE^A07,DE0006031008,4295869117,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
826,Ariston Real Estate AG,A3EG.DE^A15,DE000A2AAAA4,4297771885,Xetra,Real Estate,Real Estate,True
827,SZ Testsysteme AG,SZTG.DE^B07,DE0005067300,4295869819,Xetra,Industrials,Industrial Goods,True
828,mobilcom AG,MOBG.DE^C07,DE0006622400,4297824039,Xetra,Technology,Telecommunications Services,True
829,freenet AG,FNTGn.DE,DE000A0Z2ZZ5,5000063237,Xetra,Technology,Telecommunications Services,False
830,KROMI Logistik AG,K1RG.DE^F23,DE000A0KFUJ5,4295870307,Xetra,Industrials,Industrial Goods,True
831,HanseYachts AG,H9YG.DE^A13,DE000A0KF6M8,4295870101,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
832,Polis Immobilien AG,PQLG.DE^J15,DE0006913304,4295870224,Xetra,Real Estate,Real Estate,True
833,Wuensche AG,WUNG.DE^C07,DE0007798100,4295870282,Xetra,Consumer Cyclicals,Retailers,True
834,FamiCord AG,V3Vn.DE,DE000A0BL849,4295870197,Xetra,Healthcare,Healthcare Services & Equipment,False
835,Accentro Real Estate AG,A4Y.DE^G25,DE000A40ZVK3,4295868695,Xetra,Real Estate,Real Estate,True
836,Alstria SARL,AOXG.DE^E25,DE000A0LD2U1,6000029033,Xetra,Industrials,Industrial & Commercial Services,True
837,Beta Systems Software AG,SPTG.DE^D07,DE000A0NK3W4,4295869730,Xetra,Technology,Software & IT Services,True
838,Beta Systems Software AG,SPTG.DE^E11,DE000A0NK3W4,4295869730,Xetra,Technology,Software & IT Services,True
839,SMT Scharf AG,S188n.DE,DE000A3DRAE2,4295870023,Xetra,Basic Materials,Mineral Resources,False
840,1&1 Versatel GmbH,VTWGn.DE^C12,DE000A0M2ZK2,5038052394,Xetra,Technology,Telecommunications Services,True
841,Deutscher Eisenhandel Aktiengesellschaft,DEHG.F^D07,DE0005508006,4295869378,Frankfurt Stock Exchange,Basic Materials,Mineral Resources,True
842,CompuGroup Medical SE & Co KgaA,COP1n.DE^F25,DE000A288904,5050307430,Xetra,Technology,Software & IT Services,True
843,Nextevolution GmbH,N5EG.DE^E11,DE000A0JC0A2,4295869314,Xetra,Technology,Software & IT Services,True
844,Allbecon AG,ABXG.DE^E07,DE0005086003,5000057948,Xetra,Industrials,Industrial & Commercial Services,True
845,Wacker Neuson SE,WACGn.DE,DE000WACK012,5000041553,Xetra,Industrials,Industrial Goods,False
846,Olympia Flexgroup AG,AOUG.DE^B11,DE000A0LBKV8,4295870175,Xetra,Industrials,Industrial & Commercial Services,True
847,DF Deutsche Forfait AG,DFTKn.DE,DE000A2AA204,5059956024,Xetra,Financials,Banking & Investment Services,False
848,SFC Energy AG,F3CG.DE,DE0007568578,4295870177,Xetra,Energy,Renewable Energy,False
849,Gerresheimer AG,GXIG.DE,DE000A0LD6E6,4295870260,Xetra,Healthcare,Healthcare Services & Equipment,False
850,Peopleware GmbH,IVXG.DE^B24,DE0005859698,4295870080,Xetra,Technology,Software & IT Services,True
851,CBB Holding AG,COBG.F^F07,DE0005444004,4295869366,Frankfurt Stock Exchange,Real Estate,Real Estate,True
852,Vtg GmbH,VT9G.DE^D19,DE000VTG9999,4295870238,Xetra,Industrials,Transportation,True
853,Rolls Royce Power Systems AG,TGMG.DE^C12,DE000A0N4P43,5000064208,Xetra,Industrials,Industrial Goods,True
854,AXA Konzern AG,COLG.F^G07,DE0008410002,4295868942,Frankfurt Stock Exchange,Financials,Insurance,True
855,AXA Konzern AG,COLG_p.F^G07,DE0008410036,4295868942,Frankfurt Stock Exchange,Financials,Insurance,True
856,Zhongde Waste Technology AG,ZEFG.DE^A20,DE000ZDWT018,5037452347,Xetra,Energy,Renewable Energy,True
857,Envitec Biogas AG,ETGG.DE,DE000A0MVLS8,4295868679,Xetra,Utilities,Utilities,False
858,Homag Group AG,HG1G.DE^H15,DE0005297204,4295869787,Xetra,Industrials,Industrial Goods,True
859,Kaufring AG,KAUG.F^G07,DE0006290703,4295868945,Frankfurt Stock Exchange,Consumer Cyclicals,Retailers,True
860,Gold Zack AG,GOZGn.DE^G07,DE0007686826,4295869376,Xetra,Financials,Banking & Investment Services,True
861,AGIV Real Estate AG,AFIG.DE^G07,DE0006911324,4295870200,Xetra,Real Estate,Real Estate,True
862,K&M Moebel AG,KUMG.DE^G07,DE0006303001,4295869509,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
863,Varta AG,VARGk.F^K12,DE000A0TGJ55,4295869134,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
864,Varta AG,VARGk.DE^E11,DE000A0TGJ55,4295869134,Xetra,Industrials,Industrial Goods,True
865,Ecotel Communication AG,E4CG.DE,DE0005854343,4295870032,Xetra,Technology,Telecommunications Services,False
866,Dr Scheller Cosmetics AG,DOSG.DE^H07,DE0007201303,4295869781,Xetra,Consumer Non-Cyclicals,Personal & Household Products & Services,True
867,Rheinmetall Automotive AG,KPGG.DE^J07,DE0007037905,4295869283,Xetra,Consumer Cyclicals,Retailers,True
868,Centrotherm International AG,CTNG.DE^F13,DE000A1TNMM9,4295868689,Xetra,Energy,Renewable Energy,True
869,Lobster Network Storage AG,LOBG.DE^J07,DE0005082903,4295869510,Xetra,Financials,Collective Investments,True
870,Leonardo Venture GmbH & Co KGaA,L3VG.DE^J10,DE0005878763,4295870204,Xetra,Financials,Banking & Investment Services,True
871,Hypoport SE,HYQGn.DE,DE0005493365,5073957819,Xetra,Technology,Financial Technology (Fintech) & Infrastructure,False
872,Demire Deutsche Mittelstand Real Estate AG,DMRE.DE,DE000A0XFSF0,5035081655,Xetra,Real Estate,Real Estate,False
873,aconnic AG,CFCG.DE,DE000A0LBKW6,5038062657,Xetra,Industrials,Industrial Goods,False
874,Hamburger Hafen und Logistik AG,HHFGn.DE,DE000A0S8488,4295870241,Xetra,Industrials,Transportation,False
875,Wella AG,WADG.DE^K07,DE0007765604,4295869641,Xetra,Consumer Non-Cyclicals,Personal & Household Products & Services,True
876,Wella AG,WADG_p.DE^K07,DE0007765638,4295869641,Xetra,Consumer Non-Cyclicals,Personal & Household Products & Services,True
877,TAG NRW-Wohnimmobilien & Beteiligungsgesellschaft mbH,4FRG.DE^I12,DE000A0KFRM5,5037553573,Xetra,Real Estate,Real Estate,True
878,Azego AG,ACGG.DE^D11,DE000A0PNL64,4295869850,Xetra,Technology,Technology Equipment,True
879,Fair Value REIT-AG,FVIG.DE^F18,DE000A0MW975,4297709048,Xetra,Real Estate,Real Estate,True
